,Tweet,HS,Abusive
7621,abraham samad ogah menteri calon presiden,0,0
7622,kepala seksi lindung daya balai layan tempat lindung tenaga kerja indonesia padang valerie chistie faisal si memdampingi tenaga kerja indonesia purna bina balai layan tempat lindung tenaga kerja indonesia padang survei tim nilai badan ekonomi kreatif indonesia uniform resource locator,0,0
7623,istana asai komunis rakyat lengser jokowi jokowi diktator rakyat tentara nasional indonesia uniform resource locator,1,0
7624,guna guna guna guna guna guna alas gereja katolik mudah sitir enak udel umat nsy gereja katolik flores kelompok umat usir gereja libat,0,0
7625,togel japan rabu 28 maret 2018 result 9 1 0 3 shio monyet uniform resource locator,0,0
7626,guna umat nasrani dengar pendeta bicara pilih pimpin kristen pendeta ajar pilih pimpin jujur ayom rakyat nya jaga negara satu republik indonesia regardless apa agama,0,0
7627,guna jancuk,0,1
7628,prabowo kuli indonesia kalah saing uniform resource locator,1,0
7629,oh iya sekolah mayoritas tionghoa beda tau pribumi nya 11 12 kepala sekolah pribumi,0,0
7630,kamar dagang industri gubernur suka marah marah pilih,0,0
7631,bangkai nasib uzur,1,1
7632,sila menang sila iri sila saing exo exol but mimpi tinggi juragan presiden korea fan exo anak jokowi fan exo exo lebih lebih pokok wkwk gosa sok saing,0,0
7633,guna teh kasih tb tb ajak omong orang asing sih minum kopi bioskop orang ajak obrol,0,0
7634,guna guna guna yahudi,0,0
7635,dongok sepemikiranya sih kitab suci pakai agama islam agama agama nista,1,1
7636,minder ketemu teman sekolah dasar sekolah katolik bagus ajar ajar aktivitas sekolah kalah,0,0
7637,guna flashback masker rambut bahan mudah tinggal pilih masker alpukat telur santan buah buah lidah buaya,0,0
7638,lt lt lt warga badui selesai ingat tradisi seba pendopo perintah kabupaten lebak lanjut temu gubernur banten wahidin halim sabtu 21 4,0,0
7639,bangsat tolol anjing bangsat anjing tolol beloon bego ajggggggggg alay anjing bangsat jablay,1,1
7640,giat piket patroli brigadir adik rudi brigadir erik iskandar pam gatur empat tarum timur bong antisipasi berangkat haji situasi aman tenaga kerja asing main lancar uniform resource locator,0,0
7641,guna suara bani kampret mati kenyang,1,1
7642,guna guna partai sontoloyo,1,1
7643,defisit mbok dagel to min uang cetak 2 sistem 1 pseudo gold pakai cadang emas defisit defisit 2 uang fiat jamin aset defisit jamin aset,0,0
7644,guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna,1,1
7645,guna guna najis gue lihat,0,1
7646,guna dosen oi adek armando polisi kait noda agama denny,0,0
7647,berengsek anjing ayo ah gila uniform resource locator,1,1
7648,cc guna nafsu tenaga uniform resource locator,1,0
7649,xl jancuk,0,1
7650,guna guna cacat ceng,1,1
7651,40 jokowi mundur gelar negarawan mustahil tahan,1,0
7652,guna papah mata picek,1,1
7653,guna guna jalan indonesia islam indah muslim ajak diskusi,1,0
7654,rt guna ayat x80 bossku x80 x80 maju anjing x80 nih sedap guna sopan ajar,1,1
7655,rt guna guna guna komunis sadah bankrut bro iring perestroika cecep,1,0
7656,sayang industri oil gas banyak warga asing mana anak melayu,0,0
7657,guna guna tuju maaf 100 guna nista agama kitab suci wahyu allah tafsir apa sakit hati peluk agama biar allah ganjar sesuai dasar,0,0
7658,guna iya kasih sipit mata sipit,0,0
7659,guna anjing ahmad dan babi ahmad dhani,1,1
7660,batal bangun proyek rencana kerja anggar hambat tumbuh ekonomi jambi,0,0
7661,guna guna guna guna guna guna guna guna guna guna guna guna guna guna harga dapat guna dapat,0,0
7662,ketua dewan wakil rakyat dorong inspirasi kreatif perintah sesuai budaya pancasila,0,0
7663,tau sih cantik kagum tengku zul kacrut,0,1
7664,guna hehe kampung ya bah suka banding banding rezim,0,0
7665,guna pilih jokowi ekonomi roket,0,0
7666,anies calon presiden prabowo beliau amanah amanah beliau kandidat bagus damping prabowo zeng hai jian aktivis kalang tionghoa,0,0
7667,lepas gay banci sejati laki laki harga laki laki,0,0
7668,dewan wakil rakyat tekan jokowi jokowi tolak dewan wakil rakyat bikin hak angket turun jokowi,1,0
7669,guna guna mubalig pimpin mesjid aku andal rakyat umat islam giring otak suka kacung cukong biar rakyat umat islam rencana 2019 ganti pra,1,1
7670,guna alhamdulillah sahaja mudah mudah fokus prestasi buai popularitas entertainer politikus antek antek nya stay away from him sumbang sila bentuk tabung ikhlas pame,0,0
7671,guna ya bro cek dewan masjid indonesia nilai khotbah jumat plus daftar tendensi over judgement biasa rejim zalim x98,0,0
7672,guna guna guna guna kasih tau sih guna ah cocot guna,1,1
7673,pilih kepala daerah damai wujud pesta demokrasi aman,0,0
7674,guna tunggu reaksi sih denny siregar cita cita penjara tinggal kenang dasar dungu,1,1
7675,guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna,0,0
7676,wakil gubernur daerah khusus ibukota jakarta guna hadir kantor dasar kena pajak partai adil sejahtera duduk meja ketua majelis syura habib guna wakil ketua majelis syura guna presiden partai adil sejahtera guna ketua guna guna tasyakur,0,0
7677,rakyat belah pilih presiden wajar nas belah pilih presiden 2016 pecah konflik rusak proksi asing asing jajah ri,0,0
7678,nona pulang teriak nona mana intip kamar kaget lihat nona gesek memek bantal mama,0,1
7679,guna guna guna guna guna guna guna guna guna guna guna guna ekonomi jajah cina koruptor kelas kakap cina eh dil 10 juta lapang kerja j,0,0
7680,rizal ramli pasca gubernur daerah khusus ibukota jakarta sejuk tenang,0,0
7681,doa hilang marah a x80 nauzubillah minasy azab qalbi wa minasy maksud ya allah ampun dosa hilang panas hati lepas syaitan kutuk,0,0
7682,guna guna guna cap radikal bukti organisasi masyarakat terang terang dukung isis label umat ulama beda dapat kafir munafik,0,0
7683,gelas kopi baru temu kasih serak ampas hitam cipta tuhan uniform resource locator,0,0
7684,percaya agama bajak agama fasih lafal ayat ayat tuhan kutu buruk mulut nama ayat ayat tuhan,1,0
7685,guna sama jual banci gih tau laku,0,1
7686,mantan menteri jaga wibawa turun berita hoaks ribut asli habis guna salah guna beloon,1,0
7687,semangat orang nih cerita politik konon nak tegak islam makan ambil masuk mulut tegur baca bismillah tukar topik cerita pasal ronaldhinho nak main tim perak liga super,0,0
7688,iklan ahok jahat ahok cipta bara api rakyat pribumi tionghoa balut fobia ahok kafir racist,1,1
7689,menteri ekonomi politik hukum aman heran muncul usul pilih kepala daerah pilih dewan wakil rakyat daerah,0,0
7690,x80 benci banget film ttm x80 jawab x80 main adipati x80 simple adipati ganteng sih aktor etika childish kampung drama hidup his picture always in my explore i tau x98,0,1
7691,guna guna kampung norak tau,0,1
7692,guna guna sih yahudi tulen benci arab,1,1
7693,guna bangkai tikus maksud lis wkwk,0,0
7694,gue suka bangtan kampang kumat ayo ayo guna,0,1
7695,bejat spoiler infinity war,1,1
7696,jaman bahan bakar minyak rakyat susah gara gara jokowi,1,0
7697,salut to the master dewan kapasitas menang uang koneksi guna guna milik uang kapasitas mantap stp bicara kaji,0,0
7698,guna guna ajar rayu jokowi menteri barangkali,1,0
7699,gila sinting uniform resource locator,0,1
7700,kenal erti bajing seperti hati asa,0,1
7701,guna ah congor mu zon,1,1
7702,gus ipul usung partai demokrasi indonesia juang dukung koalisi gerindra partai adil sejahtera nya tim ipul serang mbak khofifah ujar benci tim khofifah dukung golkar nasional demokrat ujar benci ipul damai ayem,0,0
7703,dungu budak islam hnw allah subhanahu wa taala tuhan sosok dungu biadab,1,1
7704,rt guna guna guna lupa otak sambung,1,0
7705,guna guna sakit sembuh gerombol kampret bongkrek sakit panik balas dendam akibat kalah pilih presiden 2014 uniform resource locator,1,1
7706,rt guna makan babi bentuk wang haram muka babi perangai babi babi politikus ronggeng babi,1,1
7707,rt guna goblok orang beda cong uniform resource locator,1,1
7708,rt guna tunggang kontol jumbo bool tarik nikmat ngentot uniform resource locator,0,1
7709,gubernur presiden,0,0
7710,paul pogba selebrasi gol dengar tiru suara monyet uniform resource locator,0,0
7711,responden institute of southeast asi studies orang indonesia turun cina milik loyalitas republik rakyat cina,1,0
7712,kerja lokal cari patut salah kerja asing beda bicara cari solusi,0,0
7713,guna berani indonesia republik rakyat cina,1,0
7714,guna nyinyir bani kampret,1,1
7715,massa provokasi teriak ganyang partai komunis indonesia,1,0
7716,guna sih perek rt rt,1,1
7717,prabowo panik prabowo babi buta erang elite politik goblok mental maling kritik konsep kritik arah,0,1
7718,berita duka tinggal tenang liu jie tai satu umat islam rumah sakit vincentius singkawang x99 x99 x99,0,0
7719,guna anjing gonggong anies jalan,1,1
7720,guna oh iya ejek burik,0,1
7721,tommy kena pasal lap korupsi bunuh hakim agung diskon besar era susilo bambang yudhoyono uniform resource locator,1,0
7722,like ngentot nya xb,0,1
7723,guna cebong x98 tolol tepi,1,1
7724,9 a lot of people think that i cina japanese korean mata sipit kulit putih langsat in fact keluarga darah cina banget canda lahir tukar anak orang,0,0
7725,hibah tawar program diploma didik lepas ijazah dpli program ijazah sarjana muda didik didik islam ismppi masuk september 2018 unisza sukacita maklum universitas sultan zainal,0,0
7726,perintah provinsi daerah khusus ibukota bangun pusat jajan betawi kota inews,0,0
7727,gue lihat sih anies kurang ya gue banding ahok mudah bilang mampus bajing berengsek tai paham nenek orang hadap publik rapat internal gue sih mending sih anies ya,1,1
7728,guna halo ustad siauw nama albert kristen cari ikut ustad ajar islam moga boleh,0,0
7729,tolong analisa sejarah jatuh kerja uthmaniyah raja khalifah islam sebab palestina jatuh tangan yahudi mustafa kamal ataturk kuat kuasa ubah turki konon bawa agenda turki modern,0,0
7730,rt guna salah iblis betina gentayang duku calon legislatif gagal nsi tipu ijazah palsu nskg ber x80,1,1
7731,rt guna guna guna prabowo presiden istri indonesia hancur,1,0
7732,rt teman role playing game rt partai demokrasi indonesia juang pilih legislatif amp pilih presiden 17 april 2019 nomor urut 3 partai politik serta pilih 2019 amp calon insinyur joko widodo jokowi calon presiden republik indonesia 2019 2024,0,0
7733,guna guna guna haha lahir ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme,1,1
7734,guna sampah guna bu guna,0,0
7735,anak daerah khusus ibukota jakarta banget ya guna 21 foto wakil gubernur daerah khusus ibukota jakarta,0,0
7736,pilih presiden muslim singapura singapura negara kafir,1,1
7737,didik mukrianto pilih kepala daerah langsung demokrat jadi atur perintah ganti undang undang era susilo bambang yudhoyono acu,0,0
7738,guna job freelance ajar privat sesuai passion gaji kerja orang asing kerja jam 2 siang paling jam 8 malam thats way kenapaaa tolak daftar pas sepi j,0,0
7739,gus ipul jadi madura pusat ekonomi syariat jawa timur,0,0
7740,guna guna anjing jokowi aku presiden urus daerah khusus ibukota mudah atas,1,1
7741,guna terima kasih informasi mohon mas jean ivan kenan kirim akun banci direct message maklum gadget er gagap terima kasih,0,1
7742,guna yudas sih banyak protestan sih bilang saudara kandung katolik ya bilang sepupu,0,0
7743,cinta buta buta gelap gelap hitam hitam monyet monyet baca twit,0,1
7744,alhamdulillah pagi salat subuh masjid raya kaum salah masjid tua indonesia cagar budaya letak nagari kaum camat kaum kabupaten tanah datar sumatra barat,0,0
7745,udik takjub canggih iya mobil asa kit reader knight rider starring david marah rem,0,1
7746,guna he kontol sok mes rupiah muka kayak memek orang tua kayak monyet agama agama kontol 35,1,1
7747,guna diam tai anaconda,1,1
7748,guna hai avia maaf lihat mentionnya maaf udik banget gue buka twitter wkwk,0,0
7749,guna guna ha manusia homo ku duga,0,1
7750,tolak terap pasal noda agama pilih bungkam mulut fiktif kitab suci duel argumen,0,0
7751,guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna,0,0
7752,rt guna musuh sak modar rasa mulut hilang konco 1 bajing koyo koe ra rugi x98,1,1
7753,jawa timur anti hoaks pilih kepala daerah damai deklarasi anti hoaks warga kemlaten,0,0
7754,guna bisu,0,0
7755,sungguh salat berat laksana orang orang munafik salat isya salat subuh bukhari,0,0
7756,guna rezim anti islam tumbang 2019,1,0
7757,gubernur jaman now cerdas,0,0
7758,6 praktik partai adil sejahtera daerah daerah dukung calon legislatif kada kristen dalil dalil benar praktik marak era guna,0,0
7759,dukung 2 periode orang ya ganti,1,0
7760,salam ah lu kitab rasulullah sallallahu alaihi wasallam x80 alaihi wa salam sabda x80 salam orang orang yahudi nasrani x80 x80 muslim,0,0
7761,rt guna hambalang nya gara gara susilo bambang yudhoyono anak buah masuk bui jokowi,1,0
7762,akibat duk hadir jamu raya nih paksa main elliptical machine kekal fit bakar kalori nasihat trainer kena kuat sehat lawan rejim zalim ph,0,0
7763,guna guna diretweet sompret,1,1
7764,nama islami laku aduh goblok tampang sesak oi,1,1
7765,oke tunggu bang jafar nya guna insya allah guna saksi warga nu awal,0,0
7766,lengkap kubu anies sandi tukang cabul,1,0
7767,guna rocky bambang isuzu cewek many magic kom isu dunia maya antek mantan,0,0
7768,guna survei mana haha responden cebong kodok kampret x ya,1,1
7769,guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna guna,0,0
7770,percaya induk nista tahan bela uniform resource locator,1,0
7771,guna qqqq dewa banget anjir edit anti noob noob klub,0,1
7772,masjid tua candi candi milik raja hindu buddha nusantara usir cina datang,1,0
7773,guna sih bejat cabul kriminal oceh kriminalisasi ulama dasar munafik,1,1
7774,guna guna aku negara demokrasi ya bubar komisi berantas korupsi,1,0
7775,guna teman gue errr gue tau psiko laba injak makan nih sarap sih nama,0,1
7776,rt guna janji sontek uji pas gilir uji pura pura budek guna x80,0,1
7777,4 model ala rejim meter persegi tanah ambil tangan tuan tuan tanah didistrusikan tani tanah dasar prinsip adil,0,0
7778,agama nya sih,0,0
7779,nurul arifin goyah hadap survei guna,0,0
7780,guna guna guna hitung hitung takut biaya om air asia lokasi puluh meter laut habis biaya triliun danau gantung perintah kerja rescue asing o,0,0
7781,sih tiang listrik kampret li gue tabrak pakai bajaj pasang bom dasar cungkring tau,1,1
7782,guna guna panggil panggil me as kunti,0,0
7783,coba sebut hoaks ya,0,0
7784,guna guna guna guna guna guna laku jual negara goblok bangun kaki orang kaki bayar hutang utang bos eeeh bego kaya,1,1
7785,guna guna guna taplak gunung,0,0
7786,guna sih tertawa mulu bangsat,1,1
7787,guna ayo balas bisu malu kaum iblis hhhhh gelar ahli provokator buat,1,1
7788,guna gaduh panggil cebong butuh manusia munafik,1,1
7789,guna guna kampret banget kuat beli telur tebar hoaks kampret kuat ya koruptor selangkang iya coba lihat pakai mata otak gubernur koruptor cewek pret kampret telur kampret murah ceria,1,1
7790,guna mulia guna anggur kurang perhati banget rakyat rakyat cina 2019 nyalon pilih presiden pilih,1,0
7791,rt guna bosan tubir rupiah lihat goblok seru,0,1
7792,sukar paham rakyat palestina biar yahudi jajah rakyat turki biar khilafah jatuh,0,0
7793,guna guna x98 x82 x98 x82 x98 x82 x98 x82 tipu pilih presiden 2014 buzzer cebong dosa tipu,1,1
7794,berengsek 2 jam muas tai keren banget nih film uniform resource locator,0,1
7795,manusia perlente gaya sombong kayak jambu mente kau manusia das omong bau terasi laku sisi kau manusia sombong suka gonggong bokong bokong kau manusia biadab ntk adab kau manusia bejat ntk,1,1
7796,guna najis not wkwk,0,1
7797,guna guna calon rejim suka tabrak atur hukum,1,0
7798,gue harap banget kemarin mati harap setya novanto mati pas sakit kemarin setya novanto guna,1,0
7799,rt guna guna prabowo anak berontak,1,0
7800,engkau raup air mata bisu bintang jatuh,0,0
7801,komunis sederhana paksa hendak atur contoh paksa pakai e uang komunis banget rezim komunis,1,0
7802,guna guna ya gih makan hindu nusantara agama rahmat lil alamin agama bumi agama langit islam nusantara ya monggo sesat,1,1
